# PARSE_CENSUS in_tier=945 parse_fail=924 parse_ok=21 missing=41 tree=SCRIP 59589ee97 (parse-only: --dump-ast on each manifest in-tier file staged as .raku; scoreboard exclusions S01 S15 S17 S22 S24 S26) measured 2026-09-04 16:49 CDT by ceo, scratch parse_census.sh; columns: roast-file failing-line message source-line
S03-smartmatch/any-method.t	5	raku parse error line 5: syntax error	nok 'ab' ~~ .uc, 'smart-match happens after method calls on $_ 1';
S03-smartmatch/any-num.t	6	raku parse error line 6: syntax error	ok   (5 ~~ 5),               'Int ~~ Int works';
S03-smartmatch/any-pair.t	16	raku parse error line 16: syntax error	my $o = SmartmatchTest::AttrPair.new();
S03-smartmatch/any-str.t	6	raku parse error line 6: syntax error	ok(!("foo" !~~ "foo"),  "!(foo ne foo)");
S03-smartmatch/any-sub.t	6	raku parse error line 6: syntax error	my $t = sub { Bool::True };
S03-smartmatch/any-type.t	5	raku parse error line 5: syntax error	subtest "Basics" => {
S03-smartmatch/array-array.t	6	raku parse error line 6: syntax error	ok((("blah", "blah") ~~ ("blah", "blah")), "qw/blah blah/ .eq");
S03-smartmatch/array-hash.t	9	raku parse error line 9: syntax error	ok  (['a']      ~~ %h), 'Array ~~ Hash (exists and True)';
S03-smartmatch/capture-signature.t	5	raku parse error line 5: syntax error	sub t1(%h) {
S03-smartmatch/disorganized.t	14	raku parse error line 14: syntax error	is-deeply("foo" ~~ .defined, True, "foo is ~~ .defined");
S03-smartmatch/hash-hash.t	14	raku parse error line 14: syntax error	ok  (%hash1 ~~ %hash1),  'Hash ~~ Hash ($_ eqv X) 1';
S03-smartmatch/range-range.t	12	raku parse error line 12: syntax error	is-deeply 2..3 ~~ 1..4,     True,  'proper inclusion +';
S03-smartmatch/regex-hash.t	7	raku parse error line 7: syntax error	ok  (/oep/ ~~ %h),      'Regex ~~ Hash (+,1)';
S03-smartmatch/scalar-hash.t	7	raku parse error line 7: syntax error	ok  ('moep' ~~ %h),     'Cool ~~ Hash (+, True)';
S03-smartmatch/signature-signature.t	7	raku parse error line 7: syntax error	(:(Int),                                    :(Int),                     True,
S04-blocks-and-statements/let.t	12	raku parse error line 12: syntax error	is($(let $a = 23; $a), 23, "let() changed the variable (1)");
S04-blocks-and-statements/pointy-rw.t	15	raku parse error line 15: syntax error	lives-ok {
S04-blocks-and-statements/pointy.t	22	raku parse error line 22: syntax error	subtest 'if this test fails, check the block in test file was not moved' => {
S04-blocks-and-statements/temp.t	11	raku parse error line 11: syntax error	is($(temp $a = 23; $a), 23, "temp() changed the variable (1)");
S04-declarations/constant.t	14	raku parse error line 14: syntax error	dies-ok { foo = 3 }, "can't reassign to a sigil-less constant";
S04-declarations/implicit-parameter.t	15	raku parse error line 15: syntax error	my $f2 = { .sqrt };
S04-declarations/multiple.t	8	raku parse error line 8: syntax error	eval-lives-ok 'my $x; my $x',
S04-declarations/our.t	6	raku parse error line 6: syntax error	our $a = 1;
S04-declarations/smiley.t	5	raku parse error line 5: syntax error	my Int:D $j = 256;
S04-declarations/state.t	11	raku parse error line 11: syntax error	state $x //= 17;
S04-declarations/will.t	3	raku parse error line 3: syntax error	BEGIN plan 19;
S04-exception-handlers/catch.t	15	raku parse error line 15: syntax error	dies-ok { die 'blah'; CATCH {} }, 'Empty CATCH rethrows exception';
S04-exception-handlers/control.t	15	raku parse error line 15: syntax error	{ status => sub { 0 != $^a },
S04-exception-handlers/top-level.t	5	raku parse error line 5: syntax error	sub foo { die };
S04-exceptions/control_across_runloop.t	10	raku parse error line 10: syntax error	sub foo($x = last) { $x }
S04-exceptions/fail.t	10	raku parse error line 10: syntax error	.defined;
S04-exceptions/pending.t	5	raku parse error line 5: syntax error	sub undefine(\a) { a = Nil }
