4b4470355	snobol4-master	cfo	SUITE_BOARD family=ALL total=1982 shipped=1982 outside=0 m3_n=1982 m3_pass=1970 m3_fail=3 m3_crash=0 m3_hang=0 m3_unproven=0 m3_skip=0 m3_xfail=9 m3_xpass=0 m3_xfail_wrong=9 m3_xfail_crash=0 m3_xfail_hang=0 m3_xfail_unproven=0 m3_xfail_skip=0 m4_n=1982 m4_pass=1970 m4_fail=3 m4_crash=0 m4_hang=0 m4_unproven=0 m4_skip=0 m4_xfail=9 m4_xpass=0 m4_xfail_wrong=8 m4_xfail_crash=0 m4_xfail_hang=0 m4_xfail_unproven=0 m4_xfail_skip=1 all_pass=1970 all_n=1982
4b4470355	icon-master	cfo	SUITE_BOARD family=ALL total=826 shipped=826 outside=0 m3_n=826 m3_pass=826 m3_fail=0 m3_crash=0 m3_hang=0 m3_unproven=0 m3_skip=0 m3_xfail=0 m3_xpass=0 m3_xfail_wrong=0 m3_xfail_crash=0 m3_xfail_hang=0 m3_xfail_unproven=0 m3_xfail_skip=0 m4_n=826 m4_pass=826 m4_fail=0 m4_crash=0 m4_hang=0 m4_unproven=0 m4_skip=0 m4_xfail=0 m4_xpass=0 m4_xfail_wrong=0 m4_xfail_crash=0 m4_xfail_hang=0 m4_xfail_unproven=0 m4_xfail_skip=0 all_pass=826 all_n=826
