2026-09-21T12:02:00	125/251	0/49	0/49	13/15	NOT-BUILT	NOT-MEASURED	VERDICT: REFUSE(2)
2026-09-21T13:57:23	125/251	0/49	0/49	13/15	BUILT	NOT-MEASURED	VERDICT: REFUSE(2)
2026-09-21T14:01:51	125/251		0/49	13/15	BUILT	NOT-MEASURED	VERDICT: REFUSE(2)
2026-09-21T14:04:25	125/251			13/15	BUILT	NOT-MEASURED	VERDICT: REFUSE(2)
